epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,20.3277,1.67007,1.20289,1.3879,0.6321,0.65854,0.59315,0.14794,2.54158,1.91916,2.09063,0.00090925,0.00090925,0.00090925
35,20.8143,1.63081,1.169,1.3915,0.73546,0.61028,0.68015,0.20975,2.45338,1.68647,1.96516,0.0009065,0.0009065,0.0009065
36,21.3114,1.71554,1.22029,1.47322,0.74599,0.57322,0.58212,0.19729,2.33538,1.6911,1.88564,0.00090375,0.00090375,0.00090375
37,21.7987,1.58978,1.18685,1.42968,0.69769,0.53659,0.52662,0.15872,2.41631,1.85207,2.01151,0.000901,0.000901,0.000901
38,22.2754,1.63071,1.18312,1.39113,0.63083,0.5122,0.46563,0.12344,2.52166,2.08446,2.26057,0.00089825,0.00089825,0.00089825
39,22.7578,1.65428,1.19461,1.42383,0.58927,0.56098,0.51929,0.14028,2.46294,2.06504,2.27684,0.0008955,0.0008955,0.0008955
40,23.2438,1.61558,1.17946,1.41275,0.79691,0.58537,0.64335,0.21267,2.33894,1.81717,2.1006,0.00089275,0.00089275,0.00089275
41,23.731,1.6481,1.16942,1.39038,0.83023,0.56098,0.68713,0.26384,2.35457,1.66147,2.02158,0.00089,0.00089,0.00089
42,24.2154,1.60174,1.15589,1.41766,0.83199,0.60406,0.6937,0.25125,2.45071,1.54388,2.06478,0.00088725,0.00088725,0.00088725
43,24.6962,1.63324,1.11659,1.40447,0.67923,0.70732,0.693,0.23932,2.44355,1.56951,2.10557,0.0008845,0.0008845,0.0008845
44,25.1777,1.63483,1.19479,1.42994,0.68961,0.70732,0.63152,0.23065,2.27144,1.63325,2.03821,0.00088175,0.00088175,0.00088175
45,25.6758,1.64848,1.14204,1.36655,0.73494,0.73171,0.6685,0.298,2.01866,1.47276,1.84619,0.000879,0.000879,0.000879
46,26.1818,1.61403,1.19168,1.4156,0.85887,0.74235,0.79301,0.37096,1.81979,1.34202,1.71763,0.00087625,0.00087625,0.00087625
47,26.8749,1.67648,1.13006,1.35558,0.75653,0.75791,0.74336,0.35118,1.78197,1.38179,1.68985,0.0008735,0.0008735,0.0008735
48,27.3492,1.66465,1.19382,1.43082,0.62804,0.70732,0.68584,0.25731,1.91709,1.57607,1.7922,0.00087075,0.00087075,0.00087075
49,27.8278,1.72739,1.26752,1.44927,0.56516,0.68293,0.59021,0.19899,2.03134,1.65874,1.85727,0.000868,0.000868,0.000868
50,28.2959,1.72573,1.26436,1.48168,0.59512,0.71711,0.63776,0.23678,2.08836,1.51424,1.82699,0.00086525,0.00086525,0.00086525
51,28.7869,1.56536,1.1128,1.31888,0.66641,0.87706,0.77378,0.32465,2.02514,1.31462,1.70469,0.0008625,0.0008625,0.0008625
52,29.2702,1.55673,1.11319,1.34303,0.69237,0.85366,0.76739,0.34986,1.98414,1.27539,1.68252,0.00085975,0.00085975,0.00085975
53,29.7566,1.62497,1.10017,1.40527,0.6591,0.84888,0.79389,0.38423,1.9164,1.25245,1.69153,0.000857,0.000857,0.000857
54,30.2579,1.58221,1.13417,1.39139,0.75299,0.74368,0.81301,0.39051,1.92818,1.2698,1.75569,0.00085425,0.00085425,0.00085425
55,30.7621,1.60707,1.08896,1.41158,0.82314,0.80488,0.83539,0.40074,1.90559,1.25117,1.7936,0.0008515,0.0008515,0.0008515
56,31.2723,1.67485,1.0915,1.42109,0.84077,0.80488,0.88615,0.45999,1.7979,1.17754,1.72218,0.00084875,0.00084875,0.00084875
57,31.7798,1.71424,1.14423,1.41445,0.77458,0.87805,0.90463,0.47464,1.72753,1.13768,1.68224,0.000846,0.000846,0.000846
58,32.2827,1.62881,1.16758,1.3713,0.80648,0.91492,0.92102,0.4627,1.78814,1.11964,1.6883,0.00084325,0.00084325,0.00084325
59,32.7662,1.55519,1.03988,1.31386,0.79292,0.93402,0.90931,0.4459,1.8617,1.131,1.67945,0.0008405,0.0008405,0.0008405
60,33.2433,1.57978,1.09718,1.36473,0.85738,0.73314,0.85676,0.39042,1.98526,1.20874,1.71386,0.00083775,0.00083775,0.00083775
61,33.7089,1.59181,1.07818,1.33605,0.7748,0.75525,0.80393,0.34461,2.05754,1.26494,1.74456,0.000835,0.000835,0.000835
62,34.3688,1.6199,1.10153,1.41549,0.7493,0.70732,0.77218,0.31103,2.15584,1.39443,1.82393,0.00083225,0.00083225,0.00083225
63,34.8485,1.7106,1.15229,1.42947,0.83842,0.63415,0.7441,0.28538,2.20404,1.43058,1.89777,0.0008295,0.0008295,0.0008295
64,35.3299,1.62822,1.15008,1.39377,0.83099,0.63415,0.7724,0.30303,2.22528,1.40201,1.93648,0.00082675,0.00082675,0.00082675
65,35.8192,1.49377,0.99239,1.31018,0.66579,0.70732,0.74099,0.28347,2.21392,1.47563,1.94628,0.000824,0.000824,0.000824
66,36.3089,1.58739,1.08676,1.33584,0.74795,0.70732,0.75353,0.29397,2.09253,1.47742,1.84332,0.00082125,0.00082125,0.00082125
67,36.7963,1.57033,1.0187,1.30188,0.74201,0.70732,0.74664,0.30028,2.02555,1.47193,1.78117,0.0008185,0.0008185,0.0008185
68,37.282,1.4705,0.97336,1.29152,0.74448,0.71072,0.77555,0.31139,2.03549,1.38368,1.77056,0.00081575,0.00081575,0.00081575
69,37.7664,1.53524,1.00737,1.30422,0.72366,0.83033,0.83307,0.35392,1.99411,1.2821,1.74266,0.000813,0.000813,0.000813
70,38.2532,1.58252,1.06011,1.36547,0.69982,0.85366,0.83997,0.38075,1.93203,1.23846,1.71367,0.00081025,0.00081025,0.00081025
71,38.7381,1.58592,1.03848,1.38499,0.78999,0.87805,0.87604,0.42617,1.85445,1.17907,1.69065,0.0008075,0.0008075,0.0008075
72,39.2301,1.47418,0.97653,1.28721,0.79877,0.82927,0.86068,0.44701,1.8166,1.16838,1.66796,0.00080475,0.00080475,0.00080475
73,39.7143,1.52506,0.95166,1.25601,0.80343,0.79765,0.83884,0.42872,1.88133,1.13362,1.69766,0.000802,0.000802,0.000802
74,40.1931,1.54544,1.05654,1.32653,0.70032,0.79806,0.74124,0.33239,1.97636,1.20319,1.75836,0.00079925,0.00079925,0.00079925
75,40.6646,1.67513,1.079,1.41226,0.64747,0.68293,0.64661,0.2639,2.09306,1.46695,1.8567,0.0007965,0.0007965,0.0007965
76,41.1475,1.53843,0.99303,1.3275,0.62818,0.68293,0.63192,0.25679,2.09553,1.53375,1.85471,0.00079375,0.00079375,0.00079375
77,41.6298,1.456,0.96797,1.27208,0.71759,0.63415,0.63832,0.26478,2.08412,1.52498,1.83396,0.000791,0.000791,0.000791
78,42.2868,1.54313,0.98373,1.3254,0.7816,0.65854,0.6871,0.29435,2.03011,1.42052,1.8045,0.00078825,0.00078825,0.00078825
79,42.7651,1.49114,0.98746,1.27446,0.79867,0.67741,0.70292,0.31252,1.99826,1.36099,1.80482,0.0007855,0.0007855,0.0007855
80,43.2507,1.63179,1.07184,1.41146,0.78103,0.69614,0.71926,0.30852,1.97638,1.33528,1.78484,0.00078275,0.00078275,0.00078275
81,43.7254,1.59468,1.04709,1.35388,0.78212,0.70056,0.71226,0.28909,1.99715,1.38707,1.78278,0.00078,0.00078,0.00078
82,44.1928,1.52077,0.99644,1.35823,0.69464,0.63415,0.62817,0.23288,2.09222,1.56009,1.84819,0.00077725,0.00077725,0.00077725
83,44.666,1.61781,1.03029,1.36656,0.57226,0.53659,0.52545,0.16862,2.17807,1.73433,1.93565,0.0007745,0.0007745,0.0007745
84,45.1416,1.56477,1.0771,1.39536,0.70041,0.60976,0.68324,0.22454,2.15526,1.62144,1.89207,0.00077175,0.00077175,0.00077175
85,45.612,1.55533,1.00892,1.31498,0.70637,0.65854,0.76585,0.33046,2.03244,1.4085,1.77483,0.000769,0.000769,0.000769
86,46.0943,1.50165,0.98066,1.34731,0.77917,0.6886,0.84557,0.40489,1.9394,1.21564,1.70915,0.00076625,0.00076625,0.00076625
87,46.5799,1.51906,0.97958,1.30611,0.82175,0.7872,0.88147,0.43815,1.82143,1.09718,1.64475,0.0007635,0.0007635,0.0007635
88,47.0501,1.57176,1.31018,1.47418,0.82058,0.82927,0.89846,0.46082,1.75853,1.07173,1.6055,0.00076075,0.00076075,0.00076075
89,47.5294,1.45747,0.97506,1.31708,0.84583,0.78049,0.8892,0.41264,1.85311,1.12927,1.68614,0.000758,0.000758,0.000758
90,48.0098,1.53531,0.95824,1.314,0.75996,0.82927,0.86863,0.39567,1.92276,1.19547,1.74908,0.00075525,0.00075525,0.00075525
91,48.4931,1.57163,0.96775,1.33563,0.83323,0.85366,0.88956,0.4256,1.78522,1.16138,1.67274,0.0007525,0.0007525,0.0007525
92,48.9636,1.40763,0.92701,1.28856,0.81142,0.8397,0.87874,0.47658,1.57885,1.12156,1.58221,0.00074975,0.00074975,0.00074975
93,49.4498,1.47273,0.97964,1.31711,0.93318,0.68132,0.84427,0.46678,1.54576,1.17929,1.58693,0.000747,0.000747,0.000747
94,49.9305,1.61257,1.05881,1.39503,0.80377,0.69946,0.77524,0.4153,1.60431,1.2729,1.62764,0.00074425,0.00074425,0.00074425
95,50.4828,1.55446,1.03358,1.32367,0.68046,0.60976,0.60864,0.29589,1.70355,1.50722,1.69444,0.0007415,0.0007415,0.0007415
96,51.0384,1.60863,1.01407,1.34938,0.65367,0.63415,0.6418,0.30151,1.76666,1.53597,1.72583,0.00073875,0.00073875,0.00073875
97,51.5525,1.53725,0.93292,1.30117,0.719,0.68293,0.72337,0.33042,1.75884,1.43129,1.72439,0.000736,0.000736,0.000736
98,52.0848,1.48672,0.94898,1.3546,0.72902,0.72192,0.75446,0.36352,1.71268,1.37434,1.69372,0.00073325,0.00073325,0.00073325
99,52.7249,1.44939,0.94956,1.31256,0.77645,0.70732,0.74715,0.36951,1.67436,1.34623,1.6782,0.0007305,0.0007305,0.0007305
100,53.208,1.5291,0.97329,1.33284,0.75575,0.68293,0.7573,0.36519,1.71679,1.36023,1.70188,0.00072775,0.00072775,0.00072775
101,53.6987,1.44683,0.88974,1.26049,0.73912,0.70732,0.76874,0.37054,1.73253,1.3645,1.70355,0.000725,0.000725,0.000725
102,54.177,1.55824,0.97254,1.33652,0.73054,0.72748,0.76912,0.34967,1.82422,1.41114,1.74656,0.00072225,0.00072225,0.00072225
103,54.6514,1.39629,0.90162,1.31255,0.72375,0.76693,0.77358,0.31935,1.95854,1.4405,1.80539,0.0007195,0.0007195,0.0007195
104,55.1279,1.44134,0.90366,1.30479,0.75186,0.7561,0.79975,0.32473,2.02376,1.35916,1.81535,0.00071675,0.00071675,0.00071675
105,55.6093,1.46192,0.93049,1.32834,0.82927,0.71091,0.8413,0.34688,2.05538,1.26448,1.80862,0.000714,0.000714,0.000714
106,56.074,1.50301,0.91521,1.31116,0.83472,0.7561,0.86071,0.37481,2.01558,1.22135,1.77112,0.00071125,0.00071125,0.00071125
107,56.5606,1.50612,0.92029,1.29201,0.88866,0.7787,0.8779,0.42422,1.81548,1.10251,1.67111,0.0007085,0.0007085,0.0007085
