epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,16.3649,1.72545,1.39668,1.44524,0.43922,0.56098,0.49225,0.13461,2.29613,1.91289,1.99512,0.000945,0.000945,0.000945
22,16.9874,1.68304,1.34565,1.42371,0.48328,0.65854,0.59983,0.17188,2.28752,1.78015,1.96238,0.00094225,0.00094225,0.00094225
23,17.6276,1.72056,1.47682,1.52841,0.54339,0.70732,0.65269,0.19504,2.24002,1.77065,1.94239,0.0009395,0.0009395,0.0009395
24,18.2747,1.6979,1.35329,1.42582,0.71907,0.68681,0.70868,0.21665,2.2139,1.69825,1.90378,0.00093675,0.00093675,0.00093675
25,18.9299,1.6659,1.39027,1.46872,0.69793,0.70732,0.68392,0.20731,2.27909,1.69645,1.93093,0.000934,0.000934,0.000934
26,19.5695,1.67522,1.40519,1.47803,0.78052,0.7561,0.78232,0.22671,2.22946,1.64111,1.89706,0.00093125,0.00093125,0.00093125
27,20.2057,1.57781,1.39488,1.3849,0.8025,0.79299,0.7692,0.28235,2.13886,1.55846,1.84481,0.0009285,0.0009285,0.0009285
28,20.8407,1.65739,1.33394,1.42342,0.79107,0.78049,0.771,0.33042,2.06451,1.51116,1.78621,0.00092575,0.00092575,0.00092575
29,21.4748,1.68705,1.32573,1.44606,0.79131,0.73171,0.75942,0.32311,2.05472,1.52636,1.79458,0.000923,0.000923,0.000923
30,22.0922,1.71659,1.34704,1.40942,0.8154,0.75419,0.79637,0.34634,2.03444,1.51365,1.7885,0.00092025,0.00092025,0.00092025
31,22.7263,1.65671,1.30804,1.42397,0.76095,0.78049,0.78757,0.36988,1.95815,1.51863,1.72489,0.0009175,0.0009175,0.0009175
32,23.3617,1.83404,2.62129,1.64142,0.6483,0.70732,0.71752,0.32672,1.96814,1.57646,1.70835,0.00091475,0.00091475,0.00091475
33,24.1566,1.63748,1.28971,1.44951,0.56655,0.73327,0.60102,0.22499,2.03005,1.74151,1.8003,0.000912,0.000912,0.000912
34,24.7727,1.65792,1.31258,1.43785,0.51806,0.65854,0.51643,0.21143,2.02912,1.79435,1.82498,0.00090925,0.00090925,0.00090925
35,25.4035,1.6032,1.23129,1.3912,0.50732,0.65854,0.55111,0.2355,1.99968,1.74051,1.83545,0.0009065,0.0009065,0.0009065
36,26.0341,1.67826,1.32163,1.45093,0.49228,0.56098,0.52334,0.23836,1.92877,1.75033,1.81031,0.00090375,0.00090375,0.00090375
37,26.6457,1.60078,1.27963,1.43661,0.44741,0.63415,0.54071,0.23453,1.9304,1.78261,1.83336,0.000901,0.000901,0.000901
38,27.2654,1.73095,1.27562,1.45695,0.57287,0.5122,0.53943,0.22375,1.96747,1.92193,1.89685,0.00089825,0.00089825,0.00089825
39,27.8792,1.59543,1.27043,1.49215,0.58015,0.50567,0.47473,0.18968,1.98046,2.00443,1.94473,0.0008955,0.0008955,0.0008955
40,28.4949,1.75783,1.29102,1.46558,0.52441,0.56098,0.47264,0.19051,1.94055,1.96988,1.94717,0.00089275,0.00089275,0.00089275
41,29.1068,1.77895,1.32876,1.46813,0.70732,0.68293,0.64285,0.25024,1.91572,1.72815,1.87284,0.00089,0.00089,0.00089
42,29.7195,1.82777,1.37907,1.42204,0.84905,0.68604,0.74496,0.31795,1.89236,1.51868,1.77166,0.00088725,0.00088725,0.00088725
43,30.3312,1.73185,1.98938,1.56425,0.79475,0.75554,0.76719,0.36005,1.86351,1.4337,1.72756,0.0008845,0.0008845,0.0008845
44,30.9502,1.70728,1.23987,1.40578,0.77387,0.78049,0.80015,0.37458,1.83874,1.41865,1.71177,0.00088175,0.00088175,0.00088175
45,31.5841,1.63556,1.22539,1.42115,0.81326,0.78049,0.8354,0.38572,1.77935,1.43975,1.69961,0.000879,0.000879,0.000879
46,32.2238,1.64727,1.21324,1.42076,0.81902,0.77277,0.84194,0.399,1.7262,1.45913,1.68419,0.00087625,0.00087625,0.00087625
47,32.8607,1.87162,1.3652,1.45971,0.74609,0.7561,0.82624,0.36255,1.76773,1.50524,1.73884,0.0008735,0.0008735,0.0008735
48,33.4708,1.70058,1.22331,1.46558,0.70525,0.78049,0.81098,0.32264,1.84145,1.57168,1.78707,0.00087075,0.00087075,0.00087075
49,34.088,1.65276,1.2105,1.39263,0.779,0.70732,0.78031,0.29876,1.86521,1.5766,1.76971,0.000868,0.000868,0.000868
50,34.7071,1.63811,1.41387,1.41531,0.63657,0.80488,0.80444,0.31283,1.86409,1.50056,1.71627,0.00086525,0.00086525,0.00086525
51,35.3306,1.51961,1.11484,1.32803,0.89509,0.62451,0.8051,0.38363,1.7594,1.42506,1.65484,0.0008625,0.0008625,0.0008625
52,36.1258,1.51008,1.16666,1.33327,0.72987,0.73171,0.79986,0.40429,1.74132,1.39215,1.64949,0.00085975,0.00085975,0.00085975
53,36.7658,1.61931,1.11345,1.36327,0.7705,0.7561,0.78451,0.38109,1.71527,1.35274,1.64787,0.000857,0.000857,0.000857
54,37.3798,1.61942,1.22349,1.41624,0.81459,0.73171,0.77848,0.37522,1.70741,1.31021,1.63476,0.00085425,0.00085425,0.00085425
55,37.9954,1.64435,1.14428,1.42571,0.82163,0.73171,0.77629,0.36402,1.75159,1.35178,1.66746,0.0008515,0.0008515,0.0008515
56,38.6149,1.61816,1.45838,1.41049,0.72336,0.70732,0.75175,0.32683,1.85813,1.44465,1.72195,0.00084875,0.00084875,0.00084875
57,39.2681,1.68787,1.68876,1.40844,0.66088,0.70732,0.70898,0.2637,2.02331,1.57049,1.8195,0.000846,0.000846,0.000846
58,39.9984,1.58402,1.12001,1.34199,0.58385,0.6844,0.63716,0.22099,2.10704,1.69739,1.93977,0.00084325,0.00084325,0.00084325
59,40.6529,1.52151,1.10102,1.34069,0.62619,0.70732,0.61457,0.22931,2.07479,1.72287,1.93122,0.0008405,0.0008405,0.0008405
60,41.3283,1.66164,1.20186,1.34046,0.7514,0.70732,0.66303,0.27559,1.9319,1.57836,1.78692,0.00083775,0.00083775,0.00083775
61,41.9606,1.59473,1.19093,1.37005,0.76319,0.70746,0.67567,0.30617,1.8407,1.5012,1.71312,0.000835,0.000835,0.000835
62,42.5823,1.7819,1.22264,1.39619,0.7869,0.72069,0.68902,0.34596,1.79299,1.44176,1.69523,0.00083225,0.00083225,0.00083225
63,43.2076,1.48051,1.09861,1.32903,0.77738,0.7561,0.70556,0.36548,1.76744,1.40843,1.69275,0.0008295,0.0008295,0.0008295
64,43.8309,1.75377,1.37864,1.48676,0.78034,0.77985,0.7001,0.38654,1.74319,1.40546,1.68943,0.00082675,0.00082675,0.00082675
65,44.4594,1.67215,1.11579,1.32311,0.77558,0.75868,0.73076,0.38148,1.72092,1.39436,1.66892,0.000824,0.000824,0.000824
66,45.0787,1.65777,1.95692,1.50421,0.69231,0.73171,0.71396,0.3785,1.71895,1.48219,1.66784,0.00082125,0.00082125,0.00082125
67,45.7009,1.61794,1.64604,1.43619,0.59762,0.76077,0.67137,0.33188,1.75395,1.69135,1.70161,0.0008185,0.0008185,0.0008185
68,46.336,1.52145,1.11909,1.3412,0.62794,0.69991,0.62175,0.28575,1.77733,1.8914,1.71175,0.00081575,0.00081575,0.00081575
69,46.9625,1.5114,1.18131,1.38923,0.61727,0.65854,0.63359,0.28484,1.8063,1.73556,1.72424,0.000813,0.000813,0.000813
70,47.5912,1.60718,1.25823,1.39771,0.62881,0.74384,0.676,0.3085,1.82888,1.5778,1.71234,0.00081025,0.00081025,0.00081025
71,48.2187,1.51892,1.13078,1.34554,0.71781,0.70732,0.7347,0.34144,1.84198,1.4623,1.71305,0.0008075,0.0008075,0.0008075
72,48.849,1.48775,1.09223,1.35576,0.74552,0.7561,0.75541,0.34126,1.89408,1.37666,1.71226,0.00080475,0.00080475,0.00080475
73,49.6305,1.50892,1.15732,1.35684,0.76475,0.7561,0.7762,0.34844,1.89866,1.32965,1.71776,0.000802,0.000802,0.000802
74,50.2472,1.62662,1.22979,1.40246,0.77729,0.78049,0.80535,0.34298,1.92444,1.36755,1.73991,0.00079925,0.00079925,0.00079925
75,50.8658,1.68104,1.48407,1.44857,0.79326,0.78049,0.83801,0.33191,1.95399,1.40365,1.77315,0.0007965,0.0007965,0.0007965
76,51.4796,1.60141,1.1164,1.36229,0.76722,0.80488,0.83845,0.3371,1.9722,1.42306,1.81113,0.00079375,0.00079375,0.00079375
77,52.0939,1.48201,1.0648,1.32086,0.73848,0.82927,0.84169,0.37047,1.94083,1.40881,1.79389,0.000791,0.000791,0.000791
78,52.7062,1.591,1.11474,1.35817,0.78833,0.82927,0.85361,0.39406,1.85851,1.33789,1.73817,0.00078825,0.00078825,0.00078825
79,53.3145,1.56516,1.14381,1.33072,0.84608,0.82927,0.84033,0.39889,1.79162,1.31945,1.69233,0.0007855,0.0007855,0.0007855
80,53.9351,1.55126,1.04854,1.31387,0.7879,0.81558,0.80883,0.39516,1.80463,1.32354,1.67833,0.00078275,0.00078275,0.00078275
81,54.5463,1.46032,1.08254,1.35271,0.67314,0.7561,0.68669,0.32791,1.88423,1.40858,1.72151,0.00078,0.00078,0.00078
82,55.1555,1.61568,1.23879,1.43547,0.64003,0.68293,0.64057,0.26018,2.09328,1.61318,1.86628,0.00077725,0.00077725,0.00077725
83,55.7712,1.5163,1.03363,1.31419,0.56252,0.60976,0.58057,0.22171,2.22836,1.78462,1.99541,0.0007745,0.0007745,0.0007745
84,56.3905,1.48948,1.18611,1.38699,0.67171,0.59901,0.60544,0.22601,2.22858,1.74691,2.00827,0.00077175,0.00077175,0.00077175
85,56.9995,1.50476,1.11679,1.33566,0.67901,0.63415,0.65756,0.26949,2.18416,1.57725,1.96035,0.000769,0.000769,0.000769
86,57.6296,1.62694,1.15371,1.36715,0.70319,0.69355,0.74248,0.31464,2.10289,1.42627,1.90584,0.00076625,0.00076625,0.00076625
87,58.2556,1.53365,1.07814,1.36589,0.77008,0.68293,0.7834,0.34737,2.03597,1.33724,1.8488,0.0007635,0.0007635,0.0007635
88,58.8729,1.49996,1.04795,1.3763,0.81859,0.65854,0.78913,0.36456,1.99097,1.28158,1.78558,0.00076075,0.00076075,0.00076075
89,59.5038,1.57755,1.04933,1.37222,0.7487,0.80488,0.82087,0.40283,1.92971,1.20971,1.7079,0.000758,0.000758,0.000758
90,60.1392,1.60943,1.0802,1.30022,0.79824,0.77213,0.83373,0.41074,1.94238,1.20675,1.68871,0.00075525,0.00075525,0.00075525
91,60.7722,1.50398,1.099,1.34944,0.83536,0.68293,0.82293,0.41658,1.89373,1.1996,1.64755,0.0007525,0.0007525,0.0007525
92,61.4054,1.54241,1.00182,1.28741,0.80397,0.70034,0.80815,0.40065,1.91661,1.2229,1.66236,0.00074975,0.00074975,0.00074975
93,62.0167,1.533,1.2068,1.40106,0.88067,0.65854,0.76732,0.35014,2.01267,1.26371,1.70827,0.000747,0.000747,0.000747
94,62.7854,1.59235,1.24412,1.39302,0.88464,0.65854,0.76793,0.32902,2.08338,1.29385,1.76865,0.00074425,0.00074425,0.00074425
95,63.4009,1.54497,1.06639,1.32175,0.89171,0.65854,0.78163,0.3024,2.14837,1.32833,1.84667,0.0007415,0.0007415,0.0007415
96,64.0147,1.53993,1.35875,1.36507,0.85825,0.73171,0.79944,0.31178,2.15201,1.31055,1.87652,0.00073875,0.00073875,0.00073875
97,64.6274,1.53393,1.04723,1.32405,0.90792,0.72165,0.80403,0.31782,2.09223,1.29114,1.8554,0.000736,0.000736,0.000736
98,65.2438,1.49814,0.99373,1.27502,0.90777,0.72034,0.81047,0.31901,2.0923,1.30668,1.86082,0.00073325,0.00073325,0.00073325
99,65.8605,1.67937,1.11441,1.32196,0.87808,0.70274,0.77765,0.30137,2.16556,1.34522,1.9318,0.0007305,0.0007305,0.0007305
100,66.4749,1.54209,1.07935,1.2923,0.86659,0.70732,0.78939,0.33479,2.11676,1.29417,1.88506,0.00072775,0.00072775,0.00072775
101,67.0874,1.45193,1.02734,1.29411,0.89344,0.73171,0.82171,0.35175,2.08001,1.25416,1.86659,0.000725,0.000725,0.000725
102,67.7043,1.51258,1.01647,1.32725,0.88855,0.7561,0.83164,0.35631,2.03337,1.21985,1.83716,0.00072225,0.00072225,0.00072225
103,68.315,1.42976,1.25968,1.32519,0.88674,0.78049,0.82746,0.33923,2.05696,1.23259,1.8564,0.0007195,0.0007195,0.0007195
104,68.9341,1.37684,1.02667,1.30903,0.89258,0.7561,0.8042,0.30639,2.15452,1.30347,1.92012,0.00071675,0.00071675,0.00071675
105,69.5599,1.50404,1.01302,1.28222,0.81429,0.7561,0.77576,0.27619,2.24229,1.37707,1.98009,0.000714,0.000714,0.000714
106,70.1733,1.4865,1.01416,1.33201,0.79966,0.7561,0.77155,0.28474,2.19456,1.39244,1.95592,0.00071125,0.00071125,0.00071125
107,70.7879,1.62629,1.04105,1.29232,0.70234,0.73171,0.73408,0.26462,2.21071,1.43315,1.97302,0.0007085,0.0007085,0.0007085
108,71.3995,1.4388,0.98662,1.3101,0.69331,0.6617,0.6892,0.25818,2.19645,1.49929,1.98905,0.00070575,0.00070575,0.00070575
109,72.0163,1.52388,1.05714,1.34537,0.72582,0.70732,0.69698,0.25597,2.13888,1.49544,1.95838,0.000703,0.000703,0.000703
110,72.6272,1.45969,1.00196,1.30736,0.75053,0.73171,0.72704,0.28859,2.08277,1.41887,1.89714,0.00070025,0.00070025,0.00070025
111,73.2372,1.47914,0.99341,1.35376,0.867,0.79516,0.80925,0.34863,1.92393,1.27425,1.76908,0.0006975,0.0006975,0.0006975
112,73.8535,1.50368,1.04756,1.3328,0.84938,0.82531,0.82859,0.38991,1.85914,1.22888,1.7093,0.00069475,0.00069475,0.00069475
113,74.4683,1.54179,1.22859,1.43798,0.80903,0.82669,0.77143,0.35261,1.8916,1.27788,1.72625,0.000692,0.000692,0.000692
114,75.2378,1.55744,1.01387,1.30721,0.80537,0.82927,0.76925,0.3579,1.88101,1.3316,1.72409,0.00068925,0.00068925,0.00068925
115,75.8624,1.59246,1.12071,1.44699,0.74409,0.78049,0.76024,0.33813,1.88235,1.39989,1.74863,0.0006865,0.0006865,0.0006865
116,76.4897,1.49641,0.98765,1.31504,0.73535,0.7456,0.73436,0.32038,1.84718,1.45248,1.75226,0.00068375,0.00068375,0.00068375
117,77.1047,1.44138,0.98656,1.26123,0.68227,0.78568,0.73812,0.34796,1.77777,1.42626,1.73628,0.000681,0.000681,0.000681
118,77.7233,1.44644,1.08711,1.37517,0.72953,0.7561,0.75169,0.3405,1.75075,1.46078,1.7308,0.00067825,0.00067825,0.00067825
119,78.3369,1.67505,1.05782,1.37421,0.71998,0.65854,0.66794,0.32727,1.75179,1.49565,1.74271,0.0006755,0.0006755,0.0006755
120,78.9484,1.56515,1.35529,1.447,0.70018,0.60976,0.64816,0.31237,1.79866,1.56361,1.78393,0.00067275,0.00067275,0.00067275
121,79.5648,1.55111,1.00776,1.30836,0.64754,0.62746,0.62783,0.30224,1.84099,1.57572,1.8217,0.00067,0.00067,0.00067
122,80.186,1.40386,1.04514,1.30264,0.78595,0.63415,0.68412,0.33005,1.84111,1.50923,1.80936,0.00066725,0.00066725,0.00066725
123,80.7931,1.58159,1.04943,1.35264,0.78723,0.63174,0.69538,0.35193,1.80722,1.44977,1.75432,0.0006645,0.0006645,0.0006645
124,81.4051,1.55496,1.05998,1.32057,0.81145,0.65854,0.73949,0.36678,1.78507,1.37771,1.70981,0.00066175,0.00066175,0.00066175
125,82.0233,1.54592,0.96919,1.32188,0.78,0.78049,0.77823,0.41097,1.72057,1.28872,1.63602,0.000659,0.000659,0.000659
126,82.6433,1.46001,0.97229,1.26174,0.82025,0.78049,0.80498,0.42847,1.7013,1.21482,1.61398,0.00065625,0.00065625,0.00065625
127,83.2798,1.49613,1.0703,1.34077,0.801,0.78547,0.79511,0.44611,1.65847,1.2018,1.59851,0.0006535,0.0006535,0.0006535
128,83.9136,1.38779,0.91192,1.25296,0.76024,0.7561,0.76494,0.44289,1.60535,1.26337,1.58157,0.00065075,0.00065075,0.00065075
129,84.5219,1.64737,1.37148,1.5084,0.79638,0.78049,0.74475,0.41465,1.61756,1.35145,1.58905,0.000648,0.000648,0.000648
130,85.1387,1.44877,1.05192,1.33823,0.75649,0.75773,0.71954,0.40176,1.64929,1.37147,1.60576,0.00064525,0.00064525,0.00064525
131,85.7478,1.56724,1.06381,1.35792,0.72553,0.7561,0.72749,0.38569,1.68906,1.34549,1.62468,0.0006425,0.0006425,0.0006425
132,86.3581,1.56116,1.05427,1.28465,0.75121,0.81017,0.77365,0.4025,1.69661,1.27502,1.62652,0.00063975,0.00063975,0.00063975
133,86.9527,1.28578,4.65131,1.13044,0.77525,0.80488,0.8,0.41831,1.73018,1.18176,1.62875,0.000637,0.000637,0.000637
134,87.5601,1.54515,1.27955,1.35936,0.89946,0.82927,0.85011,0.43272,1.77476,1.15505,1.64193,0.00063425,0.00063425,0.00063425
135,88.3243,1.50181,1.0275,1.2724,0.8879,0.82927,0.86613,0.43614,1.818,1.11408,1.65345,0.0006315,0.0006315,0.0006315
136,88.9289,1.41626,0.93023,1.23524,0.89595,0.84022,0.8715,0.41713,1.83889,1.11931,1.66725,0.00062875,0.00062875,0.00062875
137,89.5325,1.41237,0.93676,1.27554,0.89596,0.84029,0.8573,0.38922,1.86005,1.16753,1.6804,0.000626,0.000626,0.000626
138,90.1426,1.54954,1.0213,1.35623,0.89394,0.82248,0.8559,0.39184,1.85897,1.1542,1.70185,0.00062325,0.00062325,0.00062325
139,90.7482,1.47257,0.98371,1.34146,0.83629,0.87224,0.86319,0.42117,1.80653,1.12441,1.69069,0.0006205,0.0006205,0.0006205
140,91.3585,1.49743,0.96948,1.27721,0.90482,0.80488,0.85869,0.43488,1.73997,1.10521,1.6796,0.00061775,0.00061775,0.00061775
141,91.963,1.36364,0.93093,1.26499,0.90734,0.80488,0.8591,0.44362,1.71821,1.09994,1.67578,0.000615,0.000615,0.000615
142,92.5899,1.37776,0.90154,1.27213,0.90093,0.80488,0.85486,0.4431,1.71959,1.10617,1.68304,0.00061225,0.00061225,0.00061225
143,93.2038,1.38408,0.97229,1.29779,0.90471,0.80488,0.8602,0.44336,1.74456,1.1007,1.68665,0.0006095,0.0006095,0.0006095
144,93.8132,1.51643,0.97799,1.34131,0.90673,0.80488,0.87055,0.44617,1.76728,1.08104,1.67895,0.00060675,0.00060675,0.00060675
145,94.4406,1.44059,0.94566,1.31023,0.89453,0.82748,0.86827,0.42961,1.78695,1.07985,1.67251,0.000604,0.000604,0.000604
146,95.0469,1.5156,1.03824,1.32904,0.88852,0.80488,0.87328,0.43355,1.76419,1.07558,1.63896,0.00060125,0.00060125,0.00060125
147,95.6474,1.45226,0.99958,1.33,0.88838,0.80488,0.87442,0.4472,1.71806,1.08217,1.60563,0.0005985,0.0005985,0.0005985
148,96.2815,1.37058,0.96193,1.2628,0.88408,0.78049,0.87279,0.45783,1.67265,1.11718,1.57857,0.00059575,0.00059575,0.00059575
149,96.9108,1.49412,0.96031,1.25624,0.88468,0.74858,0.83546,0.45129,1.64008,1.17045,1.57404,0.000593,0.000593,0.000593
150,97.5328,1.50044,1.00061,1.33701,0.85818,0.70732,0.78818,0.41909,1.65457,1.25486,1.60369,0.00059025,0.00059025,0.00059025
151,98.148,1.52764,1.00976,1.29477,0.8336,0.70732,0.75947,0.40073,1.70398,1.30268,1.65155,0.0005875,0.0005875,0.0005875
152,98.7584,1.48461,0.98935,1.27688,0.81962,0.70732,0.75551,0.38567,1.78229,1.31237,1.70274,0.00058475,0.00058475,0.00058475
153,99.3657,1.75171,1.05422,1.32041,0.84452,0.70732,0.76069,0.38082,1.88264,1.26935,1.74473,0.000582,0.000582,0.000582
154,99.9652,1.47611,0.93456,1.23257,0.87912,0.7561,0.79392,0.38719,1.9012,1.19783,1.74234,0.00057925,0.00057925,0.00057925
155,100.724,1.50615,1.02023,1.35475,0.86374,0.77319,0.79062,0.39847,1.85084,1.14671,1.70131,0.0005765,0.0005765,0.0005765
156,101.329,1.62235,1.04655,1.32109,0.81572,0.78049,0.80376,0.41761,1.79509,1.14259,1.67511,0.00057375,0.00057375,0.00057375
157,101.938,1.3281,0.89102,1.24808,0.82667,0.78049,0.80552,0.41548,1.79404,1.13996,1.67106,0.000571,0.000571,0.000571
158,102.54,1.38416,0.9553,1.29913,0.8218,0.78749,0.81542,0.42219,1.82671,1.18771,1.69054,0.00056825,0.00056825,0.00056825
159,103.144,1.48492,0.94654,1.30759,0.82722,0.7561,0.79052,0.3906,1.81618,1.24196,1.69869,0.0005655,0.0005655,0.0005655
160,103.757,1.49011,1.02865,1.37028,0.77967,0.77687,0.73717,0.37269,1.76256,1.3171,1.68715,0.00056275,0.00056275,0.00056275
161,104.368,1.51421,0.95868,1.31255,0.74116,0.73171,0.69381,0.368,1.72354,1.35208,1.68751,0.00056,0.00056,0.00056
162,105.047,1.56594,1.06645,1.33395,0.73064,0.73171,0.69214,0.38685,1.67421,1.34325,1.67429,0.00055725,0.00055725,0.00055725
163,105.734,1.49035,0.92917,1.2163,0.69443,0.7561,0.68654,0.38477,1.67983,1.31973,1.68669,0.0005545,0.0005545,0.0005545
164,106.417,1.43659,0.99928,1.34298,0.74079,0.7561,0.68801,0.39108,1.67354,1.27432,1.68503,0.00055175,0.00055175,0.00055175
165,107.073,1.37149,0.91654,1.27809,0.71793,0.78049,0.73277,0.41206,1.68832,1.23757,1.67747,0.000549,0.000549,0.000549
166,107.684,1.46552,0.91923,1.28443,0.7623,0.80488,0.76505,0.43113,1.70275,1.19748,1.6669,0.00054625,0.00054625,0.00054625
167,108.29,1.49004,0.98511,1.34538,0.84839,0.82927,0.81078,0.44384,1.73859,1.15903,1.66331,0.0005435,0.0005435,0.0005435
168,108.896,1.35758,0.9051,1.28496,0.81237,0.82927,0.82399,0.42919,1.7664,1.13835,1.66903,0.00054075,0.00054075,0.00054075
169,109.531,1.40549,0.90483,1.31401,0.7943,0.80488,0.80196,0.39218,1.82086,1.17039,1.70358,0.000538,0.000538,0.000538
170,110.134,1.40679,0.91701,1.24358,0.80168,0.78889,0.79099,0.37056,1.88646,1.20009,1.74617,0.00053525,0.00053525,0.00053525
171,110.739,1.51446,0.97274,1.36831,0.81143,0.73171,0.75746,0.33098,1.97406,1.28654,1.80765,0.0005325,0.0005325,0.0005325
172,111.346,1.51147,1.00395,1.3232,0.8251,0.73171,0.74198,0.32424,1.99601,1.37722,1.82522,0.00052975,0.00052975,0.00052975
173,111.955,1.51157,0.99281,1.31849,0.81841,0.73171,0.74108,0.34536,1.91488,1.40417,1.77549,0.000527,0.000527,0.000527
174,112.559,1.42619,0.96275,1.29196,0.83079,0.78049,0.77683,0.37973,1.77548,1.34831,1.68395,0.00052425,0.00052425,0.00052425
175,113.178,1.51079,0.98883,1.34484,0.86121,0.80488,0.79892,0.41058,1.66804,1.30092,1.62017,0.0005215,0.0005215,0.0005215
176,113.945,1.35175,0.94268,1.28484,0.85029,0.80488,0.80026,0.42598,1.58833,1.26962,1.58588,0.00051875,0.00051875,0.00051875
177,114.561,1.48955,0.89995,1.22196,0.84527,0.85366,0.80934,0.44837,1.53851,1.18745,1.57637,0.000516,0.000516,0.000516
178,115.181,1.44319,0.93395,1.30511,0.84345,0.85366,0.81114,0.45843,1.56698,1.13742,1.57774,0.00051325,0.00051325,0.00051325
179,115.807,1.4214,0.96847,1.31239,0.85618,0.87132,0.81587,0.43893,1.65797,1.14546,1.59875,0.0005105,0.0005105,0.0005105
180,116.424,1.45265,0.93428,1.31325,0.81867,0.82927,0.81918,0.42321,1.74945,1.15946,1.63174,0.00050775,0.00050775,0.00050775
181,117.068,1.46216,0.91594,1.28133,0.75801,0.85366,0.82601,0.41472,1.80904,1.16076,1.6603,0.000505,0.000505,0.000505
182,117.689,1.41704,1.01421,1.34119,0.80735,0.80488,0.82351,0.42973,1.80482,1.13305,1.66658,0.00050225,0.00050225,0.00050225
183,118.299,1.51876,1.01198,1.34945,0.77491,0.83979,0.82199,0.42669,1.81972,1.13259,1.67044,0.0004995,0.0004995,0.0004995
184,118.906,1.43656,0.91623,1.25625,0.73982,0.8323,0.79483,0.40397,1.83439,1.19292,1.68093,0.00049675,0.00049675,0.00049675
185,119.51,1.50156,0.97044,1.29744,0.6958,0.83694,0.76767,0.39669,1.79419,1.28024,1.67105,0.000494,0.000494,0.000494
186,120.118,1.37762,0.93982,1.32904,0.71408,0.79203,0.73832,0.40364,1.71948,1.31257,1.6449,0.00049125,0.00049125,0.00049125
