epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,21.0968,1.7388,1.22334,1.48374,0.51697,0.68293,0.4711,0.16485,2.29734,1.76887,1.96065,0.0009307,0.0009307,0.0009307
37,21.5661,1.58246,1.20784,1.42351,0.54697,0.63415,0.45643,0.14059,2.36329,1.78494,2.06818,0.00092872,0.00092872,0.00092872
38,22.0363,1.63347,1.16921,1.37889,0.50283,0.56098,0.47237,0.12537,2.43317,1.90126,2.20569,0.00092674,0.00092674,0.00092674
39,22.5135,1.68246,1.21346,1.42935,0.56989,0.6141,0.53596,0.1461,2.43056,1.93164,2.19465,0.00092476,0.00092476,0.00092476
40,22.9994,1.65496,1.19855,1.42535,0.77572,0.67504,0.67132,0.24303,2.2719,1.73654,1.97362,0.00092278,0.00092278,0.00092278
41,23.5146,1.63419,1.15254,1.38129,0.75468,0.7561,0.72055,0.2992,2.23859,1.53424,1.93548,0.0009208,0.0009208,0.0009208
42,24.0803,1.61938,1.13785,1.42849,0.77385,0.75124,0.70919,0.30703,2.23807,1.36707,1.95047,0.00091882,0.00091882,0.00091882
43,24.6228,1.62607,1.09628,1.40134,0.84718,0.78049,0.80165,0.33442,2.16555,1.30541,1.88463,0.00091684,0.00091684,0.00091684
44,25.1588,1.62323,1.18786,1.41379,0.8402,0.7696,0.75902,0.34692,2.0861,1.30247,1.81759,0.00091486,0.00091486,0.00091486
45,25.6811,1.62615,1.11905,1.34709,0.84707,0.7561,0.76199,0.34453,2.00263,1.31498,1.75899,0.00091288,0.00091288,0.00091288
46,26.1472,1.62654,1.16525,1.40578,0.79813,0.7561,0.76019,0.33539,1.9777,1.38578,1.76876,0.0009109,0.0009109,0.0009109
47,26.6291,1.67693,1.12734,1.34582,0.83525,0.70732,0.72092,0.25606,2.04929,1.53028,1.85379,0.00090892,0.00090892,0.00090892
48,27.269,1.68048,1.19533,1.42369,0.78777,0.60976,0.65465,0.1685,2.18391,1.82842,2.03904,0.00090694,0.00090694,0.00090694
49,27.7422,1.70759,1.24285,1.42913,0.65223,0.54909,0.50017,0.15414,2.26482,1.91159,2.09625,0.00090496,0.00090496,0.00090496
50,28.2123,1.67085,1.24086,1.45708,0.76011,0.61841,0.63173,0.19992,2.23433,1.67197,2.00003,0.00090298,0.00090298,0.00090298
51,28.686,1.57261,1.11058,1.3126,0.77198,0.74333,0.74009,0.30245,2.05648,1.35967,1.79257,0.000901,0.000901,0.000901
52,29.1676,1.58246,1.09869,1.34914,0.79693,0.80488,0.77623,0.3725,1.92284,1.30831,1.7012,0.00089902,0.00089902,0.00089902
53,29.7024,1.59995,1.08854,1.37705,0.82846,0.78049,0.79431,0.41774,1.83956,1.35078,1.6637,0.00089704,0.00089704,0.00089704
54,30.1886,1.60462,1.15226,1.39583,0.85306,0.80488,0.86986,0.42537,1.89477,1.30071,1.77787,0.00089506,0.00089506,0.00089506
55,30.6752,1.61943,1.08804,1.40407,0.76991,0.81626,0.8702,0.41045,1.92208,1.2898,1.84031,0.00089308,0.00089308,0.00089308
56,31.1482,1.69039,1.08568,1.41439,0.83669,0.80488,0.84685,0.4266,1.88355,1.28398,1.77413,0.0008911,0.0008911,0.0008911
57,31.6253,1.71551,1.16642,1.40597,0.82814,0.78049,0.85387,0.42713,1.84482,1.21044,1.70195,0.00088912,0.00088912,0.00088912
58,32.0999,1.62337,1.1778,1.36853,0.83671,0.7561,0.82788,0.40222,1.85477,1.20091,1.68543,0.00088714,0.00088714,0.00088714
59,32.5834,1.55966,1.04073,1.31452,0.84738,0.73171,0.79285,0.38173,1.85119,1.21061,1.66455,0.00088516,0.00088516,0.00088516
60,33.0626,1.58888,1.10922,1.36855,0.84681,0.73171,0.79748,0.36463,1.92681,1.25434,1.66219,0.00088318,0.00088318,0.00088318
61,33.537,1.61954,1.07851,1.35196,0.8112,0.73363,0.82302,0.37326,1.91422,1.22559,1.63273,0.0008812,0.0008812,0.0008812
62,34.0067,1.62927,1.1068,1.42087,0.78072,0.78155,0.80616,0.36263,1.95871,1.24894,1.68455,0.00087922,0.00087922,0.00087922
63,34.4764,1.71288,1.16534,1.43737,0.78982,0.82499,0.82954,0.37365,1.95065,1.28571,1.72812,0.00087724,0.00087724,0.00087724
64,34.9498,1.62184,1.14428,1.39154,0.83864,0.7561,0.84019,0.39499,1.93829,1.38143,1.75592,0.00087526,0.00087526,0.00087526
65,35.4315,1.49262,0.98722,1.30421,0.68671,0.80197,0.79629,0.36548,1.98219,1.55431,1.79797,0.00087328,0.00087328,0.00087328
66,35.9079,1.57088,1.07602,1.32854,0.60153,0.81009,0.74779,0.33465,1.94414,1.69141,1.77294,0.0008713,0.0008713,0.0008713
67,36.3766,1.57717,1.02015,1.29837,0.62471,0.73082,0.76078,0.33484,1.92029,1.75556,1.77804,0.00086932,0.00086932,0.00086932
68,36.8502,1.47524,0.98308,1.28906,0.80063,0.78363,0.85833,0.34305,1.9186,1.59528,1.77822,0.00086734,0.00086734,0.00086734
69,37.3323,1.55434,1.0151,1.31489,0.80239,0.85366,0.89136,0.38824,1.85807,1.40638,1.70269,0.00086536,0.00086536,0.00086536
70,38.0422,1.56232,1.05581,1.36196,0.89081,0.80488,0.88949,0.41614,1.76699,1.30316,1.64143,0.00086338,0.00086338,0.00086338
71,38.5218,1.57984,1.04687,1.37805,0.80418,0.8014,0.85156,0.41296,1.73448,1.26657,1.62776,0.0008614,0.0008614,0.0008614
72,39.0027,1.4765,0.97328,1.2831,0.71276,0.7561,0.80181,0.38648,1.79171,1.23235,1.65788,0.00085942,0.00085942,0.00085942
73,39.4806,1.51864,0.95191,1.25692,0.68167,0.67907,0.73459,0.32798,1.96985,1.30699,1.78426,0.00085744,0.00085744,0.00085744
74,39.9552,1.53862,1.02656,1.31963,0.69087,0.58537,0.60811,0.23554,2.10358,1.56583,1.87961,0.00085546,0.00085546,0.00085546
75,40.4294,1.67136,1.08762,1.4069,0.64474,0.5756,0.55864,0.2239,2.08509,1.70026,1.89289,0.00085348,0.00085348,0.00085348
76,40.8936,1.51531,0.99566,1.32022,0.67707,0.58537,0.60767,0.24812,2.00031,1.6107,1.83171,0.0008515,0.0008515,0.0008515
77,41.3735,1.42315,0.95814,1.26016,0.75724,0.58537,0.66204,0.27108,1.97525,1.50435,1.83095,0.00084952,0.00084952,0.00084952
78,41.8474,1.5389,0.98796,1.329,0.821,0.58537,0.72366,0.29687,2.02222,1.42898,1.85508,0.00084754,0.00084754,0.00084754
79,42.3123,1.49762,0.98522,1.27715,0.67523,0.80488,0.80159,0.31621,2.08741,1.35053,1.89828,0.00084556,0.00084556,0.00084556
80,42.7739,1.60814,1.0671,1.39158,0.63667,0.76943,0.73866,0.2765,2.19406,1.34749,1.95042,0.00084358,0.00084358,0.00084358
81,43.2348,1.53523,1.02909,1.3149,0.58848,0.73171,0.6538,0.2004,2.36739,1.52517,2.07738,0.0008416,0.0008416,0.0008416
82,43.6943,1.48434,0.98574,1.33713,0.48444,0.59599,0.50868,0.14815,2.52439,1.73665,2.19498,0.00083962,0.00083962,0.00083962
83,44.1546,1.59467,1.02364,1.35406,0.53754,0.4878,0.49421,0.13389,2.56974,1.84134,2.2313,0.00083764,0.00083764,0.00083764
84,44.6181,1.53743,1.06065,1.36554,0.61025,0.61105,0.59722,0.17396,2.56876,1.6136,2.16978,0.00083566,0.00083566,0.00083566
85,45.0914,1.5218,0.99076,1.27921,0.85321,0.68293,0.74205,0.25003,2.46876,1.37939,2.03262,0.00083368,0.00083368,0.00083368
86,45.5733,1.50132,0.97057,1.33792,0.79737,0.7561,0.80028,0.29981,2.36863,1.29762,1.95821,0.0008317,0.0008317,0.0008317
87,46.0553,1.52902,0.99055,1.30708,0.841,0.77416,0.81328,0.33927,2.24249,1.26096,1.86782,0.00082972,0.00082972,0.00082972
88,46.5133,1.57578,1.29822,1.46585,0.80731,0.81763,0.83627,0.3702,2.11854,1.19361,1.80465,0.00082774,0.00082774,0.00082774
89,47.1741,1.47471,0.98032,1.32582,0.88941,0.78468,0.90867,0.41476,1.94652,1.12002,1.71592,0.00082576,0.00082576,0.00082576
90,47.6336,1.54853,0.96356,1.32464,0.83629,0.87223,0.90683,0.45699,1.80825,1.0952,1.64122,0.00082378,0.00082378,0.00082378
91,48.1226,1.58048,0.98971,1.33548,0.84726,0.80488,0.88237,0.4836,1.70653,1.06881,1.59832,0.0008218,0.0008218,0.0008218
92,48.6068,1.42009,0.92425,1.28351,0.76462,0.82927,0.86463,0.4869,1.62383,1.07693,1.57196,0.00081982,0.00081982,0.00081982
93,49.0906,1.47054,0.98876,1.30744,0.69378,0.87805,0.80853,0.4529,1.64827,1.17254,1.59165,0.00081784,0.00081784,0.00081784
94,49.5518,1.60865,1.05739,1.38877,0.64428,0.75108,0.70488,0.35728,1.75233,1.33992,1.66625,0.00081586,0.00081586,0.00081586
95,50.0181,1.56652,1.01632,1.31922,0.63375,0.63415,0.57028,0.26395,1.88861,1.56237,1.77207,0.00081388,0.00081388,0.00081388
96,50.4884,1.66872,1.01431,1.37353,0.61049,0.63415,0.56831,0.26079,1.91121,1.59343,1.80279,0.0008119,0.0008119,0.0008119
97,50.9792,1.53696,0.92948,1.29124,0.61748,0.65854,0.57394,0.28565,1.79527,1.54789,1.73315,0.00080992,0.00080992,0.00080992
98,51.4521,1.49698,0.96655,1.37201,0.66382,0.63415,0.58746,0.32127,1.69822,1.52469,1.68354,0.00080794,0.00080794,0.00080794
99,51.929,1.46358,0.95642,1.31666,0.58295,0.68293,0.56512,0.29664,1.70372,1.56784,1.68401,0.00080596,0.00080596,0.00080596
100,52.3991,1.52986,0.99256,1.33571,0.53526,0.63415,0.55542,0.28381,1.81602,1.62506,1.72038,0.00080398,0.00080398,0.00080398
101,52.8802,1.45457,0.89259,1.25681,0.64149,0.63415,0.5848,0.28433,1.85559,1.61012,1.73167,0.000802,0.000802,0.000802
102,53.3538,1.5487,0.97049,1.32742,0.68517,0.63415,0.61697,0.28365,1.91356,1.57373,1.75616,0.00080002,0.00080002,0.00080002
103,53.8191,1.39467,0.91229,1.30948,0.76301,0.62833,0.63179,0.28132,2.00899,1.58201,1.8051,0.00079804,0.00079804,0.00079804
104,54.2873,1.44925,0.92077,1.31319,0.76952,0.68293,0.71405,0.30673,1.99403,1.46348,1.77813,0.00079606,0.00079606,0.00079606
105,54.753,1.42249,0.94978,1.31867,0.71195,0.72352,0.70745,0.33054,1.95663,1.40344,1.7628,0.00079408,0.00079408,0.00079408
106,55.2217,1.46606,0.91884,1.30476,0.76276,0.68293,0.69661,0.35349,1.92504,1.44228,1.74632,0.0007921,0.0007921,0.0007921
107,55.7121,1.51044,0.92714,1.3112,0.82223,0.68293,0.69567,0.37299,1.82578,1.44035,1.6849,0.00079012,0.00079012,0.00079012
108,56.2287,1.47853,0.92182,1.29696,0.7908,0.73171,0.72326,0.3653,1.70438,1.36408,1.60866,0.00078814,0.00078814,0.00078814
109,56.7184,1.36792,0.85154,1.27718,0.78935,0.73117,0.71995,0.39329,1.65256,1.29696,1.56816,0.00078616,0.00078616,0.00078616
110,57.3757,1.4492,0.89245,1.27534,0.7412,0.80488,0.76205,0.4128,1.66775,1.2787,1.56406,0.00078418,0.00078418,0.00078418
111,57.8581,1.37608,0.88908,1.27283,0.77091,0.7561,0.76352,0.39709,1.73113,1.32938,1.60987,0.0007822,0.0007822,0.0007822
112,58.3322,1.53912,0.99564,1.36409,0.66682,0.68293,0.68772,0.30464,1.90791,1.5561,1.75344,0.00078022,0.00078022,0.00078022
113,58.8051,1.46612,0.91914,1.29739,0.61458,0.58537,0.57426,0.22383,2.00982,1.81397,1.86461,0.00077824,0.00077824,0.00077824
114,59.267,1.43759,0.87134,1.2621,0.64828,0.4878,0.52631,0.19629,2.02886,1.96406,1.89837,0.00077626,0.00077626,0.00077626
115,59.7326,1.52194,0.95516,1.32217,0.65668,0.4878,0.52193,0.22158,1.93342,1.84626,1.82052,0.00077428,0.00077428,0.00077428
116,60.1913,1.50373,0.9513,1.32882,0.61676,0.62814,0.58246,0.2867,1.80308,1.60282,1.72326,0.0007723,0.0007723,0.0007723
117,60.6559,1.48025,0.90386,1.30175,0.74192,0.77142,0.7123,0.36652,1.71757,1.30216,1.6379,0.00077032,0.00077032,0.00077032
118,61.1167,1.3946,0.86924,1.27546,0.79408,0.7561,0.77909,0.39884,1.70436,1.15224,1.61799,0.00076834,0.00076834,0.00076834
119,61.5871,1.45978,0.93934,1.31233,0.84723,0.7561,0.83113,0.39788,1.80091,1.11802,1.65227,0.00076636,0.00076636,0.00076636
120,62.0742,1.48396,0.91151,1.32341,0.82211,0.80488,0.84746,0.39084,1.91382,1.13606,1.72618,0.00076438,0.00076438,0.00076438
121,62.5593,1.55111,0.90178,1.30138,0.86156,0.80488,0.85486,0.39122,1.91997,1.13518,1.73963,0.0007624,0.0007624,0.0007624
122,63.0394,1.48953,0.89524,1.26918,0.89109,0.80488,0.8613,0.41507,1.84782,1.10929,1.69663,0.00076042,0.00076042,0.00076042
123,63.5118,1.58067,1.02008,1.33941,0.89101,0.79775,0.86799,0.44747,1.79396,1.10131,1.6628,0.00075844,0.00075844,0.00075844
124,63.9719,1.54528,0.99784,1.30257,0.88919,0.80488,0.86682,0.45966,1.73002,1.10155,1.62437,0.00075646,0.00075646,0.00075646
125,64.4457,1.48755,0.93778,1.28838,0.83041,0.83611,0.8678,0.49162,1.61637,1.07444,1.58229,0.00075448,0.00075448,0.00075448
126,64.9282,1.42151,0.91701,1.31913,0.87961,0.82927,0.87758,0.49654,1.5731,1.0814,1.57869,0.0007525,0.0007525,0.0007525
127,65.4152,1.51951,0.98109,1.3356,0.87311,0.8393,0.86232,0.48469,1.59975,1.08967,1.60831,0.00075052,0.00075052,0.00075052
128,66.0784,1.46459,0.87769,1.26153,0.8688,0.82927,0.8626,0.48828,1.61188,1.07631,1.61966,0.00074854,0.00074854,0.00074854
129,66.5475,1.53043,0.93125,1.29069,0.85503,0.86327,0.86599,0.49928,1.61498,1.02409,1.61567,0.00074656,0.00074656,0.00074656
130,67.0384,1.49498,0.94469,1.32582,0.90461,0.80488,0.87466,0.49682,1.64209,0.97097,1.61161,0.00074458,0.00074458,0.00074458
131,67.5101,1.47524,0.92545,1.29183,0.89471,0.829,0.89105,0.48038,1.75553,0.96601,1.65379,0.0007426,0.0007426,0.0007426
132,67.9997,1.5303,0.91878,1.31614,0.8685,0.80542,0.90341,0.44089,1.89258,1.00064,1.71063,0.00074062,0.00074062,0.00074062
133,68.4841,1.5581,0.95307,1.33257,0.9407,0.77399,0.92911,0.40103,2.02302,1.03642,1.77639,0.00073864,0.00073864,0.00073864
134,68.9879,1.56201,0.95567,1.31497,0.89591,0.80488,0.90914,0.37041,2.09421,1.10796,1.81397,0.00073666,0.00073666,0.00073666
135,69.4791,1.47537,0.87794,1.26814,0.87302,0.82927,0.89188,0.35869,2.0748,1.1414,1.7945,0.00073468,0.00073468,0.00073468
136,69.9787,1.48181,0.89143,1.25207,0.85378,0.85366,0.90182,0.38978,1.9804,1.14936,1.74722,0.0007327,0.0007327,0.0007327
137,70.4641,1.45071,0.87476,1.2461,0.8469,0.85366,0.89705,0.44798,1.82405,1.13555,1.6942,0.00073072,0.00073072,0.00073072
138,70.9366,1.47014,0.91197,1.33268,0.83474,0.82927,0.89347,0.46747,1.75532,1.12107,1.6819,0.00072874,0.00072874,0.00072874
139,71.4353,1.51813,0.98386,1.3777,0.82786,0.82927,0.88553,0.45691,1.75867,1.19724,1.70159,0.00072676,0.00072676,0.00072676
140,71.9087,1.50095,0.9018,1.2864,0.80277,0.82927,0.87956,0.44948,1.83829,1.18213,1.78027,0.00072478,0.00072478,0.00072478
141,72.3835,1.37926,0.85919,1.24951,0.80509,0.82927,0.87867,0.44455,1.90072,1.20944,1.84594,0.0007228,0.0007228,0.0007228
142,72.8576,1.48405,0.90286,1.28606,0.87998,0.70732,0.86275,0.43909,1.90303,1.17838,1.84907,0.00072082,0.00072082,0.00072082
143,73.3301,1.49409,0.90709,1.30041,0.81287,0.74181,0.84866,0.4335,1.83665,1.14366,1.78235,0.00071884,0.00071884,0.00071884
144,73.8048,1.5002,0.92154,1.31585,0.88399,0.74356,0.84053,0.46512,1.63656,1.07709,1.65088,0.00071686,0.00071686,0.00071686
145,74.2734,1.44726,0.94012,1.26366,0.7489,0.80488,0.82393,0.47903,1.49718,1.06461,1.5756,0.00071488,0.00071488,0.00071488
146,74.7399,1.40983,0.89925,1.28648,0.73588,0.78049,0.80347,0.48754,1.43208,1.13742,1.54343,0.0007129,0.0007129,0.0007129
147,75.2089,1.4264,0.91108,1.28122,0.64279,0.87805,0.746,0.45129,1.48196,1.27028,1.56616,0.00071092,0.00071092,0.00071092
148,75.676,1.42576,0.90041,1.29742,0.78441,0.58537,0.70676,0.40969,1.55738,1.442,1.60573,0.00070894,0.00070894,0.00070894
149,76.1456,1.46096,0.94436,1.32006,0.75865,0.69016,0.67294,0.36769,1.67595,1.66716,1.66089,0.00070696,0.00070696,0.00070696
150,76.834,1.52363,0.89513,1.2811,0.78065,0.69459,0.68252,0.36488,1.75519,1.57753,1.68475,0.00070498,0.00070498,0.00070498
151,77.2947,1.49755,0.92812,1.34614,0.76978,0.7561,0.77555,0.4132,1.7146,1.30852,1.64404,0.000703,0.000703,0.000703
152,77.8189,1.46415,0.89543,1.29042,0.81658,0.82927,0.84725,0.43936,1.72354,1.11605,1.60218,0.00070102,0.00070102,0.00070102
153,78.362,1.41786,0.88856,1.26908,0.92658,0.85366,0.88649,0.44737,1.74996,1.02447,1.59458,0.00069904,0.00069904,0.00069904
154,78.8959,1.42484,0.86109,1.25454,0.9204,0.84617,0.89682,0.45263,1.78028,0.97911,1.59733,0.00069706,0.00069706,0.00069706
155,79.4235,1.43202,0.90014,1.32255,0.89848,0.86363,0.90412,0.44809,1.76989,0.94443,1.59522,0.00069508,0.00069508,0.00069508
156,79.8926,1.50977,0.89479,1.2827,0.89641,0.87805,0.92941,0.48502,1.7127,0.93308,1.57779,0.0006931,0.0006931,0.0006931
157,80.3663,1.50638,0.9195,1.30889,0.88957,0.85366,0.92995,0.50426,1.61912,0.91672,1.56089,0.00069112,0.00069112,0.00069112
158,80.8504,1.32991,0.79995,1.22193,0.87741,0.87297,0.9313,0.53176,1.5617,0.93189,1.54822,0.00068914,0.00068914,0.00068914
159,81.3366,1.4108,0.86282,1.26509,0.85928,0.82927,0.90874,0.52734,1.52532,0.97325,1.54746,0.00068716,0.00068716,0.00068716
160,81.8,1.50327,0.88733,1.29603,0.88562,0.80488,0.9005,0.52377,1.5257,0.99888,1.56178,0.00068518,0.00068518,0.00068518
161,82.2763,1.48828,0.86214,1.25183,0.91386,0.82927,0.92211,0.54628,1.50167,0.97092,1.55279,0.0006832,0.0006832,0.0006832
162,82.7533,1.50335,0.90429,1.33222,0.89672,0.92683,0.94085,0.5671,1.4641,0.91063,1.52285,0.00068122,0.00068122,0.00068122
163,83.2415,1.46178,0.82934,1.19242,0.92792,0.94211,0.95838,0.56978,1.43581,0.85866,1.49656,0.00067924,0.00067924,0.00067924
164,83.735,1.38443,0.82644,1.26305,0.92761,0.95122,0.95491,0.56866,1.42188,0.83734,1.49054,0.00067726,0.00067726,0.00067726
165,84.206,1.43861,0.86196,1.28086,0.88616,0.9493,0.93158,0.56231,1.41356,0.8211,1.49326,0.00067528,0.00067528,0.00067528
166,84.6687,1.44509,0.89095,1.30466,0.87747,0.95122,0.95524,0.59782,1.37246,0.79612,1.47119,0.0006733,0.0006733,0.0006733
167,85.1525,1.4118,0.87239,1.29623,0.90646,0.94552,0.95561,0.59482,1.36916,0.79901,1.47959,0.00067132,0.00067132,0.00067132
168,85.6089,1.36653,0.85805,1.31203,0.88981,0.85366,0.92597,0.5843,1.40711,0.87723,1.51957,0.00066934,0.00066934,0.00066934
169,86.2658,1.41643,0.85151,1.24655,0.87726,0.7561,0.882,0.5378,1.48684,0.98857,1.56676,0.00066736,0.00066736,0.00066736
170,86.7374,1.36255,0.8182,1.23163,0.8506,0.7561,0.86256,0.52921,1.52355,1.02695,1.58818,0.00066538,0.00066538,0.00066538
171,87.2221,1.49637,0.91894,1.3305,0.85643,0.7561,0.89005,0.53589,1.53215,0.99977,1.59046,0.0006634,0.0006634,0.0006634
172,87.7004,1.47094,0.87102,1.2549,0.8576,0.82927,0.92591,0.55989,1.48925,0.94898,1.57864,0.00066142,0.00066142,0.00066142
173,88.1779,1.42542,0.87661,1.28154,0.93989,0.85366,0.94261,0.57784,1.49568,0.94645,1.5671,0.00065944,0.00065944,0.00065944
174,88.653,1.41463,0.8058,1.28155,0.92197,0.86473,0.94356,0.5736,1.50273,0.95105,1.55575,0.00065746,0.00065746,0.00065746
175,89.1347,1.48204,0.84761,1.2581,0.97257,0.86494,0.94954,0.56482,1.54497,0.96705,1.57627,0.00065548,0.00065548,0.00065548
176,89.6068,1.35593,0.82763,1.255,0.91835,0.85366,0.94526,0.53623,1.58874,0.97202,1.61065,0.0006535,0.0006535,0.0006535
177,90.0822,1.49552,0.85679,1.26433,0.90164,0.8944,0.94768,0.54252,1.62925,0.9693,1.64616,0.00065152,0.00065152,0.00065152
178,90.5554,1.36792,0.79571,1.25851,0.86264,0.92683,0.94321,0.5355,1.66546,0.95971,1.67762,0.00064954,0.00064954,0.00064954
179,91.0324,1.40763,0.8538,1.27468,0.82023,0.89039,0.93642,0.51887,1.71438,0.99189,1.72107,0.00064756,0.00064756,0.00064756
180,91.5082,1.36637,0.82597,1.23729,0.92062,0.84867,0.9262,0.49774,1.72509,1.00195,1.74929,0.00064558,0.00064558,0.00064558
181,91.9851,1.37007,0.83688,1.24186,0.85219,0.82927,0.90975,0.50726,1.68398,1.00117,1.73463,0.0006436,0.0006436,0.0006436
182,92.4637,1.40372,0.84001,1.30306,0.81343,0.80488,0.89586,0.51848,1.61281,0.962,1.67709,0.00064162,0.00064162,0.00064162
183,92.9392,1.47137,0.90241,1.29389,0.77819,0.85573,0.89617,0.5265,1.55878,0.97146,1.62994,0.00063964,0.00063964,0.00063964
184,93.411,1.42602,0.90967,1.33052,0.81952,0.80488,0.89311,0.52547,1.4815,1.02234,1.59369,0.00063766,0.00063766,0.00063766
